frame,DetObj#,x,y,z,v,snr,noise
0,0,-0.19486483931541443,0.03068314492702484,-0.531449556350708,0.0,122,568
0,1,-0.14308257400989532,0.23661433160305023,-0.5927706956863403,0.0,170,547
0,2,0.4006311893463135,1.879126787185669,0.9348061084747314,0.0,159,506
0,3,0.6009467840194702,2.0329811573028564,-0.267087459564209,0.0,159,506
0,4,0.6009467840194702,0.6743628978729248,-1.9363840818405151,0.0,159,506
0,5,0.4169834852218628,2.174497604370117,0.2084917426109314,0.0,135,511
0,6,0.8094385862350464,1.8717305660247803,1.1773651838302612,0.0,125,560
0,7,3.3917384147644043,2.066431999206543,-4.105788707733154,0.0,125,540
0,8,-0.04496880993247032,0.12175323814153671,-0.016352294012904167,0.12071216106414795,219,650
1,0,-0.15262141823768616,0.28995567560195923,-0.5150972604751587,0.0,146,559
1,1,0.4674030542373657,2.0849506855010986,0.0,0.0,208,489
1,2,0.8094385862350464,1.9565948247909546,1.0301945209503174,0.0,149,567
1,3,3.213225841522217,2.3343541622161865,-4.105788707733154,0.0,114,549
1,4,-0.04088073596358299,0.11988584697246552,-0.032704588025808334,0.2414243221282959,278,604
1,5,-0.20440368354320526,1.2600289583206177,0.28616514801979065,0.2414243221282959,129,454
1,6,-1.062899112701416,1.9979487657546997,-0.14171987771987915,0.2414243221282959,196,448
1,7,0.07085993885993958,1.7094731330871582,-1.4880586862564087,0.2414243221282959,196,448
1,8,0.7085993885993958,2.152789831161499,0.07085993885993958,0.2414243221282959,196,448
1,9,-0.08176147192716599,0.3834953010082245,0.1907767653465271,0.36213648319244385,208,461
1,10,-0.12264220416545868,0.41757091879844666,0.02725382335484028,0.36213648319244385,208,461
2,0,-0.16352294385433197,0.31066668033599854,-0.551889955997467,0.0,225,556
2,1,0.267087459564209,2.0329811573028564,0.6009467840194702,0.0,292,483
2,2,0.8094385862350464,1.916046380996704,1.103779911994934,0.0,115,589
2,3,-0.08176147192716599,0.14777503907680511,-0.043606117367744446,0.2414243221282959,314,585
2,4,-0.032704588025808334,0.2787894308567047,0.20712906122207642,0.2414243221282959,165,547
2,5,-0.032704588025808334,0.3361845016479492,-0.08721223473548889,0.2414243221282959,165,547
2,6,-1.3204478025436401,1.7554075717926025,0.3474862575531006,0.2414243221282959,175,446
2,7,-1.6679339408874512,0.4814911186695099,-1.3899450302124023,0.2414243221282959,175,446
2,8,0.6949725151062012,2.102220058441162,0.2084917426109314,0.2414243221282959,175,446
2,9,0.07085993885993958,2.2564189434051514,0.21257981657981873,0.36213648319244385,172,448
2,10,0.5668795108795166,2.1539556980133057,0.42515963315963745,0.36213648319244385,172,448
2,11,0.01907767727971077,0.30329906940460205,0.028616515919566154,0.6035608053207397,196,497
2,12,-0.028616515919566154,0.1258259266614914,0.276626318693161,0.6035608053207397,196,497
2,13,0.009538838639855385,0.2584303617477417,-0.162160262465477,0.6035608053207397,196,497
3,0,-0.14308257400989532,0.3534470498561859,-0.531449556350708,0.0,233,562
3,1,-0.21803058683872223,0.3615628778934479,-0.7631070613861084,0.0,113,500
3,2,-0.12809297442436218,2.0090596675872803,0.38427892327308655,0.0,268,509
3,3,0.267087459564209,2.1104557514190674,0.20031559467315674,0.0,314,474
3,4,-0.11037798225879669,0.36360880732536316,-0.0981137603521347,0.2414243221282959,164,540
3,5,-0.03406728059053421,0.21492105722427368,-0.01362691167742014,0.36213648319244385,294,547
3,6,-0.6254752278327942,2.1330108642578125,0.069497250020504,0.36213648319244385,172,447
3,7,0.288890540599823,2.282737970352173,0.21666790544986725,0.36213648319244385,153,457
4,0,-0.14308257400989532,0.38240426778793335,-0.5110092163085938,0.0,247,551
4,1,-0.06404648721218109,2.023301601409912,0.32023245096206665,0.0,344,527
4,2,-0.09538838267326355,3.026984691619873,0.3815535306930542,0.0,141,639
4,3,0.12809297442436218,4.094970703125,0.12809297442436218,0.0,116,587
4,4,-0.05450764670968056,0.2039489448070526,-0.05450764670968056,0.2414243221282959,272,549
4,5,-0.13490642607212067,0.4581034779548645,-0.04496880993247032,0.4828486442565918,169,454
5,0,-0.14308257400989532,0.38240426778793335,-0.5110092163085938,0.0,246,552
5,1,-0.06404648721218109,2.023301601409912,0.32023245096206665,0.0,348,537
5,2,0.0,3.038984775543213,0.28616514801979065,0.0,139,644
6,0,-0.14308257400989532,0.3534470498561859,-0.531449556350708,0.0,245,554
6,1,-0.06404648721218109,2.023301601409912,0.32023245096206665,0.0,333,526
6,2,-0.1907767653465271,3.022472381591797,0.3815535306930542,0.0,114,641
6,3,-0.06132110208272934,0.38588467240333557,-0.036792658269405365,-0.4828486442565918,123,492
6,4,-0.11037798225879669,0.17941011488437653,-0.3311339318752289,-0.4828486442565918,123,492
6,5,-0.11991682648658752,0.4641939103603363,-0.01498960331082344,-0.36213648319244385,140,472
6,6,-0.03406728059053421,0.213621124625206,-0.02725382335484028,-0.2414243221282959,278,557
7,0,-0.14308257400989532,0.38240426778793335,-0.5110092163085938,0.0,230,556
7,1,-0.12809297442436218,1.9957444667816162,0.44832539558410645,0.0,250,511
7,2,0.33385932445526123,2.083881378173828,0.33385932445526123,0.0,289,483
7,3,-0.16352294385433197,0.496797651052475,0.016352294012904167,-0.36213648319244385,152,464
7,4,-0.04905688017606735,0.1562763899564743,-0.05995841324329376,-0.2414243221282959,241,596
7,5,-0.555978000164032,2.1431760787963867,0.2084917426109314,-0.2414243221282959,193,455
8,0,-0.16352294385433197,0.37412014603614807,-0.5110092163085938,0.0,245,551
8,1,0.267087459564209,2.067772626876831,0.4674030542373657,0.0,287,500
8,2,0.6377394199371338,2.1759886741638184,0.0,0.0,123,551
8,3,-0.08584954589605331,0.2828068733215332,-0.07631070911884308,-0.2414243221282959,206,544
8,4,-0.016352294012904167,0.1735706925392151,-0.005450764670968056,-0.12071216106414795,160,679
9,0,-0.14308257400989532,0.4082960784435272,-0.4905688166618347,0.0,188,561
9,1,0.267087459564209,2.093487024307251,0.33385932445526123,0.0,277,500
9,2,3.0347132682800293,2.8281707763671875,-3.9272758960723877,0.0,116,554
9,3,-0.021803058683872223,0.17089690268039703,-0.02725382335484028,-0.12071216106414795,187,673
9,4,-0.15262141823768616,0.22553260624408722,0.21803058683872223,-0.12071216106414795,121,622
9,5,-0.13081835210323334,0.27900248765945435,-0.16352294385433197,-0.12071216106414795,121,622
9,6,0.21257981657981873,2.2564189434051514,0.07085993885993958,-0.12071216106414795,127,545
10,0,-0.07631070911884308,0.3965221047401428,-0.45786425471305847,0.0,165,566
10,1,0.20031559467315674,2.1178367137908936,0.20031559467315674,0.0,240,503
10,2,3.0347132682800293,2.8281707763671875,-3.9272758960723877,0.0,117,550
10,3,-0.11037798225879669,0.17941011488437653,-0.3311339318752289,-0.2414243221282959,165,540
10,4,-0.04905688017606735,0.12099593132734299,-0.008176147006452084,-0.12071216106414795,251,658
10,5,-0.06132110208272934,0.06717390567064285,-0.09402569383382797,-0.12071216106414795,251,658
11,0,-0.12264220416545868,0.2919468581676483,-0.5723302960395813,0.0,138,561
11,1,0.267087459564209,2.081740617752075,0.4006311893463135,0.0,236,501
11,2,-0.13490642607212067,0.02124233916401863,0.36792659759521484,-0.2414243221282959,181,498
11,3,0.012264220044016838,0.37259823083877563,-0.12264220416545868,-0.2414243221282959,181,498
11,4,0.04905688017606735,0.2234647423028946,-0.3188697099685669,-0.2414243221282959,181,498
11,5,-0.06132110208272934,0.1137337014079094,-0.020440367981791496,-0.12071216106414795,259,642
12,0,-0.08584954589605331,0.06255040317773819,0.28616514801979065,0.0,147,627
12,1,-0.14308257400989532,0.1770188808441162,-0.6132110357284546,0.0,150,550
12,2,0.4674030542373657,2.05804705619812,0.33385932445526123,0.0,184,512
12,3,0.4169834852218628,2.1667098999023438,0.277989000082016,0.0,153,519
12,4,0.7358532547950745,2.021923303604126,0.9566091895103455,0.0,118,592
12,5,3.213225841522217,2.3343541622161865,-4.105788707733154,0.0,124,542
12,6,-0.06132110208272934,0.11526627838611603,-0.008176147006452084,-0.12071216106414795,228,646
13,0,-0.020440367981791496,0.11143282055854797,-0.06540917605161667,0.0,215,656
13,1,-0.03679266199469566,0.12311822175979614,0.024528440088033676,0.0,215,656
13,2,0.4006311893463135,2.081740617752075,0.267087459564209,0.0,195,505
13,3,0.7358532547950745,1.9854404926300049,1.0301945209503174,0.0,119,580
13,4,3.0347132682800293,2.8281707763671875,-3.9272758960723877,0.0,116,547
13,5,4.714911460876465,3.5283172130584717,4.714911460876465,0.0,113,500
14,0,0.004088073503226042,0.09491024166345596,-0.08993761986494064,0.0,196,659
14,1,-0.10220184177160263,0.20337918400764465,-0.6132110357284546,0.0,133,540
14,2,0.534174919128418,2.0417346954345703,0.33385932445526123,0.0,188,504
14,3,0.3542996942996979,2.2351791858673096,0.14171987771987915,0.0,132,523
14,4,0.8094385862350464,1.9565948247909546,1.0301945209503174,0.0,127,568
14,5,3.0347132682800293,2.8281707763671875,-3.9272758960723877,0.0,119,545
15,0,-0.005450764670968056,0.06996327638626099,-0.051782265305519104,0.0,204,671
15,1,-0.10220184177160263,0.12600281834602356,-0.6336514353752136,0.0,136,545
15,2,0.32023245096206665,2.0151758193969727,0.19213946163654327,0.0,142,514
15,3,1.9854410886764526,0.39480915665626526,0.32023245096206665,0.0,142,514
15,4,0.534174919128418,2.06777286529541,-0.06677186489105225,0.0,205,502
15,5,0.7358532547950745,1.945493459701538,1.103779911994934,0.0,128,577
15,6,3.213225841522217,1.987831711769104,-4.284300804138184,0.0,114,554
16,0,-0.005450764670968056,0.07823318988084793,-0.03815535455942154,0.0,196,673
16,1,-0.10220184177160263,0.2569314241409302,-0.5927706956863403,0.0,126,553
16,2,0.4006311893463135,2.0945515632629395,0.1335437297821045,0.0,225,505
16,3,0.7358532547950745,1.9854404926300049,1.0301945209503174,0.0,117,596
16,4,3.213225841522217,1.987831711769104,-4.284300804138184,0.0,115,551
17,0,-0.005450764670968056,0.08066394925117493,-0.032704588025808334,0.0,200,670
17,1,-0.02725382335484028,0.06466684490442276,0.051782265305519104,0.0,200,670
17,2,-0.19486483931541443,0.03068314492702484,-0.531449556350708,0.0,119,575
17,3,0.33385932445526123,2.05804705619812,0.4674030542373657,0.0,236,503
17,4,3.0347132682800293,2.5621371269226074,-4.105788707733154,0.0,121,550
18,0,-0.12536758184432983,0.12114930152893066,-0.005450764670968056,0.0,177,662
18,1,-0.19486483931541443,0.03068314492702484,-0.531449556350708,0.0,117,583
18,2,0.0,2.013139009475708,0.38427892327308655,0.0,195,515
18,3,0.20031559467315674,2.040642499923706,0.6009467840194702,0.0,216,506
18,4,3.213225841522217,1.987831711769104,-4.284300804138184,0.0,118,549
19,0,-0.021803058683872223,0.07059740275144577,0.0463314987719059,0.0,185,671
19,1,0.024528440088033676,0.04453311860561371,0.07085993885993958,0.0,185,671
19,2,-0.17169909179210663,0.2405603528022766,-0.5341749787330627,0.0,126,569
19,3,0.0,2.0243148803710938,0.32023245096206665,0.0,203,511
19,4,0.06677186489105225,2.049363374710083,0.6009467840194702,0.0,249,496
19,5,3.213225841522217,2.3343541622161865,-4.105788707733154,0.0,112,555
20,0,-0.008176147006452084,0.08244000375270844,-0.02725382335484028,0.0,201,656
20,1,-0.02997920662164688,0.07096468657255173,0.04088073596358299,0.0,201,656
20,2,-0.021803058683872223,0.029730411246418953,-0.07903608679771423,0.0,201,656
20,3,0.1335437297821045,2.1062264442443848,0.33385932445526123,0.0,256,507
21,0,-0.021803058683872223,0.07231256365776062,0.043606117367744446,0.0,187,683
21,1,0.1335437297821045,2.1062264442443848,0.33385932445526123,0.0,270,499
21,2,3.213225841522217,2.6235878467559814,-3.9272758960723877,0.0,113,558
22,0,-0.021803058683872223,0.07533106207847595,0.03815535455942154,0.0,186,686
22,1,-0.01907767727971077,0.023602500557899475,-0.08176147192716599,0.0,186,686
22,2,-0.010901529341936111,0.08212405443191528,-0.02725382335484028,0.0,186,686
22,3,-0.19486483931541443,0.1394878625869751,-0.5137345790863037,0.0,153,568
22,4,0.06677186489105225,2.0977420806884766,0.4006311893463135,0.0,269,510
22,5,3.0347132682800293,2.8281707763671875,-3.9272758960723877,0.0,113,557
23,0,-0.021803058683872223,0.07533106207847595,0.03815535455942154,0.0,191,697
23,1,-0.19486483931541443,0.1394878625869751,-0.5137345790863037,0.0,174,564
23,2,0.06677186489105225,2.083881378173828,0.4674030542373657,0.0,280,498
23,3,3.0347132682800293,2.8281707763671875,-3.9272758960723877,0.0,112,557
24,0,-0.08584954589605331,0.09313274174928665,-0.032704588025808334,0.0,183,690
24,1,-0.020440367981791496,0.12386255711317062,0.03679266199469566,0.0,183,690
24,2,-0.19486483931541443,0.1394878625869751,-0.5137345790863037,0.0,172,570
24,3,0.20031559467315674,2.1178367137908936,0.20031559467315674,0.0,241,514
25,0,-0.008176147006452084,0.12738794088363647,0.028616514056921005,0.0,180,691
25,1,-0.07767339795827866,0.09700026363134384,-0.04088073596358299,0.0,180,691
25,2,-0.008176147006452084,0.06280218809843063,0.11446605622768402,0.0,180,691
25,3,-0.21257981657981873,0.17357072234153748,-0.496019572019577,0.0,151,587
25,4,0.20031559467315674,2.1178367137908936,0.20031559467315674,0.0,264,512
25,5,3.213225841522217,2.6235878467559814,-3.9272758960723877,0.0,121,551
26,0,-0.012264220044016838,0.12223272025585175,0.04496880993247032,0.0,194,679
26,1,-0.008176147006452084,0.031401120126247406,0.126730278134346,0.0,194,679
26,2,0.020440367981791496,0.11953683942556381,-0.04905688017606735,0.0,194,679
26,3,-0.21257981657981873,0.17357072234153748,-0.496019572019577,0.0,145,579
26,4,0.20031559467315674,2.123093366622925,0.1335437297821045,0.0,269,513
26,5,3.213225841522217,2.6235878467559814,-3.9272758960723877,0.0,116,555
27,0,-0.020440367981791496,0.11777625977993011,0.05314495414495468,0.0,204,670
27,1,-0.21257981657981873,0.11062992364168167,-0.5137345790863037,0.0,123,591
27,2,0.20031559467315674,2.123093366622925,0.1335437297821045,0.0,273,513
27,3,3.0347132682800293,2.8281707763671875,-3.9272758960723877,0.0,112,558
28,0,-0.01907767727971077,0.07463767379522324,0.04088073596358299,0.0,200,676
28,1,-0.17714984714984894,0.2096066027879715,-0.496019572019577,0.0,112,591
28,2,-0.10220184177160263,0.12600281834602356,-0.6336514353752136,0.0,118,582
28,3,0.20031559467315674,2.1262409687042236,0.06677186489105225,0.0,272,514
28,4,3.0347132682800293,2.8281707763671875,-3.9272758960723877,0.0,114,557
29,0,-0.01907767727971077,0.07307888567447662,0.043606117367744446,0.0,202,671
29,1,-0.17714984714984894,0.08678538352251053,-0.531449556350708,0.0,115,588
29,2,-0.12264220416545868,0.10621113330125809,-0.6336514353752136,0.0,125,579
29,3,0.0,2.0334129333496094,0.25618594884872437,0.0,252,529
29,4,0.20031559467315674,2.123093366622925,0.1335437297821045,0.0,278,514
29,5,3.213225841522217,2.3343541622161865,-4.105788707733154,0.0,121,548
30,0,-0.01907767727971077,0.07307888567447662,0.043606117367744446,0.0,180,689
30,1,-0.19486483931541443,0.03068314492702484,-0.531449556350708,0.0,127,591
30,2,0.06540917605161667,2.0910487174987793,0.06540917605161667,0.0,272,522
30,3,4.714911460876465,3.823151111602783,4.479166030883789,0.0,116,496
31,0,-0.01907767727971077,0.07138213515281677,0.0463314987719059,0.0,190,677
31,1,0.06540917605161667,2.0910487174987793,0.06540917605161667,0.0,260,535
31,2,4.714911460876465,3.823151111602783,4.479166030883789,0.0,116,496
32,0,-0.01907767727971077,0.07307888567447662,0.043606117367744446,0.0,217,652
32,1,0.06540917605161667,2.0910487174987793,0.06540917605161667,0.0,273,524
33,0,-0.01362691167742014,0.07722985744476318,0.03815535455942154,0.0,210,654
33,1,-0.06540917605161667,0.054439470171928406,0.01907767727971077,0.0,210,654
33,2,0.0,2.0890016555786133,0.13081835210323334,0.0,291,515
33,3,0.0,3.038984775543213,0.28616514801979065,0.0,119,621
34,0,-0.016352294012904167,0.11439303308725357,0.06132110208272934,0.0,195,659
34,1,0.004088073503226042,0.12277840077877045,-0.04496880993247032,0.0,195,659
34,2,-0.08993761986494064,0.08758404850959778,-0.03679266199469566,0.0,195,659
34,3,-0.12264220416545868,0.2919468581676483,-0.5723302960395813,0.0,122,573
34,4,0.0,2.0890016555786133,0.13081835210323334,0.0,288,527
34,5,0.0,3.028487205505371,0.3815535306930542,0.0,124,619
35,0,-0.024528440088033676,0.10236524045467377,0.07767339795827866,0.0,189,672
35,1,-0.08993761986494064,0.08919122815132141,-0.032704588025808334,0.0,189,672
35,2,0.0,0.12426667660474777,-0.04088073596358299,0.0,189,672
35,3,-0.12264220416545868,0.2919468581676483,-0.5723302960395813,0.0,132,575
35,4,0.0,2.0838751792907715,0.1962275207042694,0.0,294,528
35,5,0.0,3.028487205505371,0.3815535306930542,0.0,119,628
36,0,-0.021803058683872223,0.0498826839029789,0.06813456118106842,0.0,174,685
36,1,0.002725382335484028,0.0836474820971489,0.024528440088033676,0.0,174,685
36,2,-0.002725382335484028,0.08080195635557175,-0.032704588025808334,0.0,174,685
36,3,-0.17169909179210663,0.2405603528022766,-0.5341749787330627,0.0,135,580
36,4,0.0,2.0838751792907715,0.1962275207042694,0.0,293,529
36,5,0.0,3.028487205505371,0.3815535306930542,0.0,117,631
37,0,-0.021803058683872223,0.0498826839029789,0.06813456118106842,0.0,175,686
37,1,0.002725382335484028,0.0836474820971489,0.024528440088033676,0.0,175,686
37,2,-0.005450764670968056,0.08066394925117493,-0.032704588025808334,0.0,175,686
37,3,-0.17169909179210663,0.1926751434803009,-0.553252637386322,0.0,148,576
